antenna_name,gain_str,v_pattern_keys,v_pattern_values,h_pattern_keys,h_pattern_values
V2_Sinclair_SP42F2X_HF1P65LDF(D00)_831_ant,18.2999992370605,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,27…","0,0.09,0.34,0.73,1.27,1.95,2.75,3.68,4.63,5.58,6.46,7.24,7.87,8.38,8.86,9.4,10.05,10.91,12.02,13.42,15.22,17.37,19.67,21.53,22.22,21.75,20.98,20.49,20.4,20.92,22.03,23.75,26.2,28.17,28.23,26.47,23.99,21.81,20.27,19.21,18.43,17.95,17.76,17.77,17.91,18.24,18.71,19.27,20.02,20.89,21.91,23.01,24.19,25.36,26.51,27.47,28.28,29,29.36,29.28,29.45,29.71,29.91,30.03,30.13,30.21,30.36,30.1,29.5,28.86,28.05,27.13,26.29,25.59,25.07,24.73,24.42,24.25,24.31,24.59,25.04,25.74,26.65,27.68,29.29,31.6,34.6,39.62,46.16,46.28,40.01,35.49,33.17,31.88,31.16,30.89,30.63,30.85,31.7,32.65,33.65,35.24,36.78,38.36,40.15,43.08,46.12,47.37,50.96,52.71,49.44,44.55,41.42,39.46,37.67,36.72,36.33,35.6,35.09,34.53,33.59,33.06,32.72,32.44,32.17,31.89,31.5,31.28,31.21,31.34,31.41,31.27,31.7,32.27,32.65,33.48,34.31,35.16,36.11,37.35,38.23,38.97,39.91,40.42,40.11,40.61,39.83,38.73,38.23,37.4,36.58,35.78,35.06,34.31,34.42,34.86,35.47,36.5,37.78,39.13,39.71,39.68,39.36,38.9,38.87,39.49,40.04,40.24,39.86,37.89,35.4,33.66,32.47…","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,27…","0.05,0.06,0.02,0.01,0.01,0.04,0.08,0.14,0.21,0.28,0.35,0.44,0.53,0.62,0.7,0.79,0.89,0.98,1.07,1.18,1.33,1.5,1.65,1.8,1.96,2.14,2.31,2.5,2.7,2.9,3.12,3.34,3.56,3.78,4.03,4.29,4.55,4.81,5.08,5.38,5.68,5.98,6.3,6.61,6.88,7.14,7.38,7.61,7.88,8.22,8.58,8.88,9.16,9.51,9.87,10.22,10.53,10.76,10.98,11.26,11.58,11.94,12.31,12.71,13.14,13.56,13.98,14.42,14.84,15.25,15.66,16.06,16.47,16.89,17.3,17.66,17.99,18.42,19.01,19.67,20.26,20.75,21.19,21.69,22.26,22.89,23.5,24.02,24.57,25.2,25.98,26.53,26.95,27.45,28.1,28.75,29.35,30,30.62,31.02,31.24,31.38,31.35,31.13,30.86,30.53,30.07,29.67,29.4,29.14,28.79,28.41,28.13,27.97,27.89,27.84,27.83,27.82,27.78,27.81,27.85,27.85,28,28.18,28.16,28.13,28.24,28.38,28.39,28.32,28.28,28.29,28.33,28.27,28.17,28.14,28.09,28.05,28.15,28.35,28.5,28.62,28.9,29.3,29.63,29.98,30.61,31.46,32.4,33.35,34.22,35.22,36.2,36.47,36.18,35.73,35.04,34,32.79,31.85,31.26,30.58,29.71,28.89,28.11,27.48,27.04,26.72,26.39,26.17,26.27,26.41,26.35,26.26,26.21,26.11,26.08,26.36,26.72,26.98,2…"
